Date,Open,High,Low,Close,Adj Close,Volume
1981-12-31,13.937500,14.000000,13.875000,13.968750,5.270496,449200
1982-01-04,13.750000,13.968750,13.500000,13.687500,5.164380,630400
1982-01-05,13.250000,13.468750,13.000000,13.000000,4.904982,1076800
1982-01-06,12.875000,12.968750,12.750000,12.875000,4.857815,1560400
1982-01-07,12.718750,12.937500,12.500000,12.625000,4.763491,1303600
1982-01-08,12.812500,12.906250,12.687500,12.781250,4.822447,991200
1982-01-11,12.593750,12.937500,12.250000,12.312500,4.645580,1479600
1982-01-12,12.500000,12.687500,12.281250,12.656250,4.775282,1089600
1982-01-13,12.656250,13.062500,12.218750,12.375000,4.669165,1231200
1982-01-14,12.531250,12.656250,12.375000,12.656250,4.775282,1068400
1982-01-15,12.687500,12.750000,12.593750,12.687500,4.787073,724400
1982-01-18,12.593750,12.781250,12.406250,12.781250,4.822447,897600
1982-01-19,12.593750,12.781250,12.406250,12.406250,4.680955,722000
1982-01-20,12.218750,12.437500,11.968750,12.187500,4.598420,1852800
1982-01-21,12.125000,12.312500,11.937500,12.062500,4.551258,1187200
1982-01-22,12.000000,12.156250,11.812500,11.812500,4.456928,868000
1982-01-25,12.093750,12.468750,11.687500,12.468750,4.704535,1900800
1982-01-26,12.375000,12.531250,12.187500,12.187500,4.598420,1143200
1982-01-27,12.468750,12.687500,12.250000,12.531250,4.728119,1310800
1982-01-28,12.875000,13.093750,12.625000,13.062500,4.928560,1169200
1982-01-29,13.437500,13.593750,13.281250,13.500000,5.093635,2861600
1982-02-01,12.937500,13.218750,12.656250,12.718750,4.798862,1345200
1982-02-02,12.781250,12.906250,12.625000,12.750000,4.810654,1434400
1982-02-03,12.500000,12.875000,12.125000,12.218750,4.610211,1294800
1982-02-04,12.312500,12.500000,12.125000,12.500000,4.716328,1818000
1982-02-05,12.656250,12.875000,12.406250,12.625000,4.763491,1472000
1982-02-08,12.218750,12.437500,12.000000,12.031250,4.539465,1396400
1982-02-09,12.093750,12.312500,11.875000,12.156250,4.586629,1279200
1982-02-10,12.375000,12.562500,12.156250,12.250000,4.622001,1146000
1982-02-11,12.093750,12.312500,11.875000,11.937500,4.504095,1359200
1982-02-12,12.031250,12.125000,11.906250,12.000000,4.527674,1182800
1982-02-16,12.093750,12.437500,11.750000,12.437500,4.692746,1678400
1982-02-17,12.343750,12.437500,12.218750,12.250000,4.622001,1125200
